Description,Throw Depth,Pass Location,Complete Pass
(6:16) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 16-T.FRANKLIN (4-D.REED) [99-W.MCDONALD].,Deep,Left,0
"(6:09) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS DEEP MIDDLE TO 14-C.SUTTON TO NYJ 47 FOR 29 YARDS (36-C.CLARK; 22-T.ADAMS).",Medium,Middle,1
(3:38) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 38-J.MCLAUGHLIN TO DEN 37 FOR NO GAIN (1-A.GARDNER).,Short,Right,1
"(2:15) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 28-T.BADIE TO DEN 41 FOR -3 YARDS (56-QI.WILLIAMS). FUMBLES (56-QI.WILLIAMS), RECOVERED BY NYJ-30-M.CARTER AT DEN 41. 30-M.CARTER TO DEN 34 FOR 7 YARDS (60-L.WATTENBERG). DEN-28-T.BADIE WAS INJURED DURING THE PLAY.",Short,Right,1
(13:31) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP RIGHT TO 14-C.SUTTON.,Deep,Right,0
(2:47) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 45-N.ADKINS TO DEN 31 FOR NO GAIN (22-T.ADAMS).,Short,Left,1
(2:08) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP RIGHT TO 84-L.HUMPHREY.,Deep,Right,0
(9:48) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS INCOMPLETE SHORT LEFT TO 33-J.WILLIAMS.,Short,Left,0
(9:43) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT MIDDLE TO 14-C.SUTTON (18-J.JONES).,Short,Middle,0
(3:58) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 33-J.WILLIAMS TO DEN 9 FOR 6 YARDS (18-J.JONES; 39-N.HOBBS).,Short,Right,1
(1:47) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP MIDDLE TO 14-C.SUTTON (0-J.BENNETT).,Medium,Middle,0
(9:27) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 19-M.MIMS TO LV 33 FOR 7 YARDS (29-C.SMITH).,Short,Left,1
(14:12) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 11-J.REYNOLDS.,Short,Left,0
(3:41) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 14-C.SUTTON TO DEN 48 FOR 8 YARDS (20-I.POLA-MAO).,Short,Right,1
(2:54) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 45-N.ADKINS TO LV 44 FOR 8 YARDS (49-C.SNOWDEN). ** INJURY UPDATE: DEN-72-G.BOLLES HAS RETURNED TO THE GAME.,Short,Middle,1
(2:26) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 38-J.MCLAUGHLIN TO DEN 15 FOR 11 YARDS (25-J.COLSON).,Short,Middle,1
(13:48) (SHOTGUN) 10-B.NIX PASS DEEP MIDDLE INTENDED FOR 19-M.MIMS INTERCEPTED BY 22-E.MOLDEN AT LAC 44. 22-E.MOLDEN PUSHED OB AT DEN 31 FOR 25 YARDS (77-Q.MEINERZ).,Medium,Middle,0
(9:19) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 38-J.MCLAUGHLIN PUSHED OB AT DEN 40 FOR 6 YARDS (32-A.GILMAN).,Short,Left,1
(8:10) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT RIGHT [52-K.MACK].,Short,Right,0
(2:14) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT MIDDLE TO 33-J.WILLIAMS [90-T.TART].,Short,Middle,0
(2:10) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 19-M.MIMS (29-T.STILL).,Deep,Left,0
(5:08) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP MIDDLE TO 14-C.SUTTON.,Medium,Middle,0
(5:03) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON TO LAC 45 FOR 8 YARDS (7-K.FULTON).,Short,Left,1
"(1:00) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 85-L.KRULL TO DEN 38 FOR 8 YARDS (22-E.MOLDEN, 25-J.COLSON).",Short,Middle,1
"(:44) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 33-J.WILLIAMS (52-K.MACK).",Short,Left,0
"(:36) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS DEEP MIDDLE TO 14-C.SUTTON TO LAC 16 FOR 46 YARDS (32-A.GILMAN). PENALTY ON DEN-77-Q.MEINERZ, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 38 - NO PLAY.",Medium,Middle,1
(:26) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT MIDDLE TO 85-L.KRULL.,Short,Middle,0
"(8:18) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 19-M.MIMS TO LAC 42 FOR 7 YARDS (22-E.MOLDEN, 25-J.COLSON) [45-T.TUIPULOTU]. PENALTY ON DEN-72-G.BOLLES, ILLEGAL FORMATION, 5 YARDS, ENFORCED AT LAC 49 - NO PLAY.",Short,Right,1
(7:47) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 19-M.MIMS [56-M.FOX].,Deep,Left,0
"(14:09) 10-B.NIX PASS SHORT LEFT TO 84-L.HUMPHREY TO DEN 13 FOR 8 YARDS (6-D.PERRYMAN, 3-D.JAMES).",Short,Left,1
(12:52) (SHOTGUN) 10-B.NIX PASS DEEP LEFT TO 16-T.FRANKLIN TO LAC 47 FOR 29 YARDS (32-A.GILMAN).,Deep,Left,1
(7:43) (SHOTGUN) 10-B.NIX PASS DEEP MIDDLE TO 14-C.SUTTON TO LAC 43 FOR 20 YARDS (29-T.STILL) [6-D.PERRYMAN].,Medium,Middle,1
(9:21) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT MIDDLE TO 82-A.TRAUTMAN (98-P.TURNER).,Short,Middle,0
"(:16) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT RIGHT TO 14-C.SUTTON. PENALTY ON NO-29-P.ADEBO, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT NO 34 - NO PLAY.",Short,Right,0
(1:27) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT MIDDLE TO 17-D.VELE.,Short,Middle,0
(1:22) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 85-L.KRULL TO DEN 49 FOR 13 YARDS (32-T.MATHIEU; 24-J.ABRAM).,Short,Middle,1
"(:59) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT MIDDLE.",Short,Middle,0
(:55) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 17-D.VELE.,Deep,Left,0
(:49) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 19-M.MIMS RAN OB AT NO 40 FOR 11 YARDS (1-A.TAYLOR).,Short,Right,1
(8:53) (SHOTGUN) 10-B.NIX PASS DEEP MIDDLE TO 85-L.KRULL TO NO 46 FOR 23 YARDS (32-T.MATHIEU).,Medium,Middle,1
"(:56) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 17-D.VELE RAN OB AT DEN 35 FOR 14 YARDS. PENALTY ON DEN-33-J.WILLIAMS, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 21 - NO PLAY.",Short,Right,1
"(15:00) 10-B.NIX PASS SHORT RIGHT TO 84-L.HUMPHREY TO DEN 24 FOR 3 YARDS (56-D.DAVIS, 58-A.ORJI).",Short,Right,1
(5:31) 10-B.NIX PASS SHORT LEFT TO 85-L.KRULL PUSHED OB AT DEN 49 FOR 15 YARDS (25-X.WOODS). ** INJURY UPDATE: DEN-85-L.KRULL HAS RETURNED TO THE GAME.,Short,Left,1
"(13:50) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 84-L.HUMPHREY TO DEN 48 FOR 8 YARDS (99-S.TUTTLE). FUMBLES (99-S.TUTTLE), RECOVERED BY CAR-99-S.TUTTLE AT DEN 49.",Short,Left,1
(7:12) 10-B.NIX PASS SHORT MIDDLE TO 33-J.WILLIAMS TO DEN 32 FOR 2 YARDS (2-M.JACKSON).,Short,Middle,1
"(4:48) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 33-J.WILLIAMS TO DEN 44 FOR -1 YARDS (47-J.JEWELL). PENALTY ON DEN-72-G.BOLLES, INELIGIBLE DOWNFIELD PASS, DECLINED.",Short,Left,1
(4:21) (SHOTGUN) 10-B.NIX PASS DEEP MIDDLE TO 14-C.SUTTON TO CAR 33 FOR 23 YARDS (2-M.JACKSON; 25-X.WOODS).,Medium,Middle,1
(:24) 10-B.NIX PASS SHORT RIGHT TO 82-A.TRAUTMAN RAN OB AT CAR 18 FOR 37 YARDS (36-D.RICHARDSON).,Short,Right,1
(15:00) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON TO CAR 11 FOR 7 YARDS (26-C.SMITH-WADE; 47-J.JEWELL).,Short,Left,1
(14:17) (SHOTGUN) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS INCOMPLETE SHORT RIGHT.,Short,Right,0
(9:22) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 14-C.SUTTON TO DEN 16 FOR 6 YARDS (2-M.JACKSON).,Short,Right,1
"(6:56) (SHOTGUN) 10-B.NIX PASS DEEP RIGHT TO 82-A.TRAUTMAN FOR 19 YARDS, TOUCHDOWN.",Deep,Right,1
(4:41) 10-B.NIX PASS INCOMPLETE DEEP RIGHT TO 84-L.HUMPHREY.,Deep,Right,0
(4:35) (NO HUDDLE) 10-B.NIX PASS DEEP MIDDLE TO 14-C.SUTTON TO CAR 32 FOR 16 YARDS (36-D.RICHARDSON).,Medium,Middle,1
(11:15) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 19-M.MIMS TO DEN 40 FOR 8 YARDS (26-C.SMITH-WADE).,Short,Right,1
(10:39) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 16-T.FRANKLIN.,Deep,Left,0
(14:35) (NO HUDDLE) 10-B.NIX PASS SHORT RIGHT INTENDED FOR 84-L.HUMPHREY INTERCEPTED BY 29-A.WASHINGTON AT DEN 37. 29-A.WASHINGTON TO DEN 36 FOR 1 YARD (84-L.HUMPHREY).,Short,Right,0
(11:36) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 82-A.TRAUTMAN PUSHED OB AT DEN 8 FOR 4 YARDS (44-M.HUMPHREY).,Short,Right,1
(10:56) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 17-D.VELE TO DEN 13 FOR 5 YARDS (10-A.MAULET).,Short,Left,1
"(8:34) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS DEEP LEFT TO 14-C.SUTTON TO DEN 47 FOR 26 YARDS (29-A.WASHINGTON).",Deep,Left,1
"(1:46) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 16-T.FRANKLIN (14-K.HAMILTON).",Short,Left,0
"(1:43) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 33-J.WILLIAMS TO BAL 39 FOR 34 YARDS (10-A.MAULET).",Short,Middle,1
"(11:22) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 33-J.WILLIAMS TO DEN 40 FOR 8 YARDS (0-R.SMITH, 21-B.STEPHENS).",Short,Left,1
(10:38) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS SHORT LEFT TO 16-T.FRANKLIN TO BAL 41 FOR 19 YARDS (21-B.STEPHENS).,Short,Left,1
(3:47) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 17-D.VELE (23-T.SIMPSON).,Short,Left,0
"(3:41) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 33-J.WILLIAMS (96-B.WASHINGTON).",Short,Left,0
(3:37) (SHOTGUN) 10-B.NIX PASS DEEP LEFT TO 14-C.SUTTON TO BAL 37 FOR 33 YARDS (21-B.STEPHENS).,Deep,Left,1
"(12:44) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 17-D.VELE TO DEN 41 FOR 6 YARDS (14-K.HAMILTON). PENALTY ON BAL-14-K.HAMILTON, FACE MASK, 15 YARDS, ENFORCED AT DEN 41.",Short,Right,1
(3:56) (SHOTGUN) 10-B.NIX PASS DEEP LEFT TO 14-C.SUTTON TO BAL 28 FOR 26 YARDS (53-K.VAN NOY).,Deep,Left,1
(1:15) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 38-J.MCLAUGHLIN TO DEN 14 FOR -1 YARDS (14-K.HAMILTON).,Short,Right,1
(:28) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 14-C.SUTTON.,Deep,Left,0
(:23) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP MIDDLE TO 19-M.MIMS.,Medium,Middle,0
(2:06) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 17-D.VELE TO KC 40 FOR 12 YARDS (20-J.REID; 54-L.CHENAL).,Short,Left,1
"(8:33) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 84-L.HUMPHREY PUSHED OB AT KC 40 FOR 20 YARDS (97-F.ANUDIKE-UZOMAH).",Short,Right,1
(1:44) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 33-J.WILLIAMS TO DEN 31 FOR 1 YARD (21-J.HICKS).,Short,Left,1
"(1:20) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON TO DEN 41 FOR 10 YARDS (22-T.MCDUFFIE).",Short,Left,1
"(:58) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 16-T.FRANKLIN TO 50 FOR 9 YARDS (13-N.JOHNSON).",Short,Right,1
"(3:24) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 85-L.KRULL TO DEN 44 FOR 10 YARDS (6-B.COOK).",Short,Right,1
(1:42) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 17-D.VELE TO KC 43 FOR 8 YARDS (27-C.CONNER).,Short,Middle,1
(10:53) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 16-T.FRANKLIN [20-J.REID].,Deep,Left,0
(5:19) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 19-M.MIMS RAN OB AT DEN 48 FOR 6 YARDS (13-N.JOHNSON; 6-B.COOK).,Short,Left,1
(4:35) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 14-C.SUTTON TO KC 49 FOR 3 YARDS (27-C.CONNER).,Short,Right,1
(14:25) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON RAN OB AT DEN 47 FOR 16 YARDS.,Short,Left,1
(11:45) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 33-J.WILLIAMS TO DEN 33 FOR 7 YARDS (53-N.LANDMAN; 55-K.ELLISS).,Short,Middle,1
(7:56) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 17-D.VELE (35-N.BROOKS).,Short,Left,0
(2:04) (SHOTGUN) 10-B.NIX PASS DEEP RIGHT TO 14-C.SUTTON TO ATL 41 FOR 23 YARDS (24-A.TERRELL).,Deep,Right,1
"(13:36) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 17-D.VELE TO DEN 39 FOR 9 YARDS (18-J.JONES, 30-D.HOLMES). ** INJURY UPDATE: DEN-38-J.MCLAUGHLIN HAS RETURNED TO THE GAME.",Short,Right,1
(12:09) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 16-T.FRANKLIN.,Deep,Left,0
(12:04) (SHOTGUN) 10-B.NIX PASS DEEP LEFT TO 17-D.VELE TO DEN 34 FOR 23 YARDS (20-I.POLA-MAO).,Deep,Left,1
(6:42) (SHOTGUN) 10-B.NIX PASS DEEP MIDDLE TO 16-T.FRANKLIN TO LV 40 FOR 26 YARDS (5-D.DEABLO; 20-I.POLA-MAO).,Medium,Middle,1
(13:37) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 19-M.MIMS (49-C.SNOWDEN).,Short,Left,0
(6:54) (NO HUDDLE) 10-B.NIX PASS SHORT RIGHT TO 14-C.SUTTON TO DEN 29 FOR 19 YARDS (20-I.POLA-MAO) [98-M.CROSBY].,Short,Right,1
"(6:27) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 84-L.HUMPHREY PUSHED OB AT DEN 31 FOR 2 YARDS (25-D.RICHARDSON).",Short,Left,1
(5:26) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON TO DEN 43 FOR 9 YARDS (25-D.RICHARDSON).,Short,Left,1
(12:58) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 19-M.MIMS TO LV 26 FOR -3 YARDS (98-M.CROSBY).,Short,Right,1
(7:44) (SHOTGUN) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS SHORT RIGHT TO 17-D.VELE PUSHED OB AT LV 44 FOR 11 YARDS (18-J.JONES).,Short,Right,1
(8:18) (SHOTGUN) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS DEEP LEFT TO 14-C.SUTTON TO CLE 48 FOR 19 YARDS (58-J.HICKS; 21-D.WARD). CLE-9-G.DELPIT WAS INJURED DURING THE PLAY.,Deep,Left,1
(15:00) 10-B.NIX PASS INCOMPLETE SHORT RIGHT.,Short,Right,0
(14:57) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 19-M.MIMS TO DEN 37 FOR 7 YARDS (33-R.HICKMAN; 43-M.DIABATE).,Short,Left,1
(6:03) (SHOTGUN) 10-B.NIX PASS DEEP RIGHT TO 17-D.VELE TO CLE 1 FOR 16 YARDS (58-J.HICKS).,Deep,Right,1
(10:34) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 14-C.SUTTON.,Deep,Left,0
"(10:27) (SHOTGUN) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS SHORT MIDDLE TO 16-T.FRANKLIN TO DEN 13 FOR 5 YARDS (58-J.HICKS; 43-M.DIABATE). PENALTY ON DEN-60-L.WATTENBERG, UNNECESSARY ROUGHNESS, 6 YARDS, ENFORCED AT DEN 13.",Short,Middle,1
(9:27) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP RIGHT TO 16-T.FRANKLIN.,Deep,Right,0
"(8:52) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 85-L.KRULL TO DEN 30 FOR 7 YARDS (58-J.HICKS).",Short,Middle,1
(5:58) 10-B.NIX PASS INCOMPLETE SHORT RIGHT.,Short,Right,0
(1:09) 10-B.NIX PASS INCOMPLETE SHORT LEFT.,Short,Left,0
"(13:26) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 17-D.VELE. PENALTY ON CLE-23-M.EMERSON, DEFENSIVE PASS INTERFERENCE, 17 YARDS, ENFORCED AT DEN 37 - NO PLAY.",Deep,Left,0
(8:49) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT RIGHT.,Short,Right,0
"(8:43) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 38-J.MCLAUGHLIN TO DEN 30 FOR NO GAIN (9-G.DELPIT). PENALTY ON DEN-72-G.BOLLES, ILLEGAL FORMATION, DECLINED.",Short,Right,1
(5:46) (SHOTGUN) 10-B.NIX PASS DEEP LEFT TO 14-C.SUTTON PUSHED OB AT CLE 40 FOR 19 YARDS (23-M.EMERSON).,Deep,Left,1
"(4:39) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 16-T.FRANKLIN TO CLE 1 FOR 23 YARDS (33-R.HICKMAN).",Short,Right,1
(10:16) (SHOTGUN) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS SHORT RIGHT TO 19-M.MIMS RAN OB AT DEN 36 FOR 3 YARDS (41-G.STUARD).,Short,Right,1
(9:07) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON TO DEN 48 FOR 7 YARDS (40-J.JONES).,Short,Left,1
(12:57) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 19-M.MIMS TO DEN 44 FOR NO GAIN (90-G.STEWART; 99-D.BUCKNER).,Short,Left,1
(2:04) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 36 FOR 6 YARDS (44-Z.FRANKLIN).,Short,Left,1
(1:58) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 85-L.KRULL PUSHED OB AT DEN 31 FOR NO GAIN (33-S.WOMACK).,Short,Right,1
(11:42) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 20-M.BURTON TO DEN 48 FOR 5 YARDS (0-D.HENLEY).,Short,Middle,1
(3:09) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 33-J.WILLIAMS TO DEN 31 FOR 1 YARD (7-K.FULTON).,Short,Left,1
(2:24) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 16-T.FRANKLIN.,Short,Left,0
"(15:00) 10-B.NIX PASS SHORT RIGHT TO 82-A.TRAUTMAN TO DEN 36 FOR 6 YARDS (20-N.CROSS; 90-G.STEWART). PENALTY ON IND-54-D.ODEYINGBO, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT DEN 30 - NO PLAY.",Short,Right,1
(14:35) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 16-T.FRANKLIN PUSHED OB AT DEN 41 FOR 6 YARDS (32-J.BLACKMON).,Short,Right,1
(9:33) 10-B.NIX PASS SHORT LEFT TO 23-A.ESTIME TO IND 49 FOR 5 YARDS (20-N.CROSS).,Short,Left,1
(12:19) 10-B.NIX PASS SHORT RIGHT TO 82-A.TRAUTMAN TO LAC 40 FOR 5 YARDS (36-J.TAYLOR).,Short,Right,1
(11:33) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 45-N.ADKINS TO LAC 35 FOR 5 YARDS (45-T.TUIPULOTU).,Short,Left,1
(10:47) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 14-C.SUTTON TO LAC 30 FOR 5 YARDS (23-T.JEFFERSON; 25-J.COLSON).,Short,Right,1
(2:19) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 33-J.WILLIAMS TO DEN 32 FOR 3 YARDS (0-D.HENLEY).,Short,Right,1
(1:32) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 33-J.WILLIAMS TO DEN 33 FOR 1 YARD (3-D.JAMES).,Short,Right,1
(11:39) 10-B.NIX PASS INCOMPLETE SHORT LEFT [45-T.TUIPULOTU].,Short,Left,0
(10:51) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP RIGHT TO 19-M.MIMS (29-T.STILL).,Deep,Right,0
(5:17) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 85-L.KRULL TO DEN 49 FOR 7 YARDS (3-D.JAMES).,Short,Middle,1
(2:27) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 14-C.SUTTON PUSHED OB AT DEN 41 FOR 11 YARDS (7-K.FULTON).,Short,Right,1
(2:23) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 16-T.FRANKLIN TO DEN 48 FOR 7 YARDS (0-D.HENLEY).,Short,Right,1
(1:54) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT RIGHT TO 33-J.WILLIAMS.,Short,Right,0
"(1:49) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 85-L.KRULL TO DEN 48 FOR 10 YARDS (7-K.FULTON, 0-D.HENLEY).",Short,Right,1
(8:50) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 33-J.WILLIAMS TO DEN 34 FOR 4 YARDS (90-T.TART).,Short,Right,1
(7:58) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT RIGHT TO 14-C.SUTTON (95-P.FORD).,Short,Right,0
(7:55) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 33-J.WILLIAMS TO DEN 41 FOR 12 YARDS (29-T.STILL).,Short,Right,1
(7:12) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 19-M.MIMS PUSHED OB AT LAC 6 FOR 53 YARDS (3-D.JAMES).,Short,Left,1
(3:36) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 14-C.SUTTON TO DEN 41 FOR 12 YARDS (29-T.STILL).,Short,Middle,1
(2:49) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 17-D.VELE (33-D.LEONARD).,Short,Left,0
(2:38) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT INTENDED FOR 14-C.SUTTON INTERCEPTED BY 57-G.PRATT AT CIN 39. 57-G.PRATT TO CIN 41 FOR 2 YARDS (33-J.WILLIAMS).,Short,Right,0
"(1:22) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON PUSHED OB AT CIN 48 FOR 15 YARDS (29-C.TAYLOR-BRITT).",Short,Left,1
(9:36) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 14-C.SUTTON PUSHED OB AT DEN 49 FOR 13 YARDS (29-C.TAYLOR-BRITT).,Short,Left,1
(6:03) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 19-M.MIMS TO DEN 14 FOR 3 YARDS (21-M.HILTON).,Short,Left,1
(5:20) (SHOTGUN) 10-B.NIX PASS INCOMPLETE DEEP LEFT TO 16-T.FRANKLIN.,Deep,Left,0
"(14:36) (NO HUDDLE, SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 19-M.MIMS RAN OB AT DEN 46 FOR 4 YARDS (22-G.STONE).",Short,Left,1
(13:59) 10-B.NIX PASS SHORT LEFT TO 23-A.ESTIME TO CIN 41 FOR 13 YARDS (93-M.JACKSON).,Short,Left,1
(9:53) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT RIGHT TO 14-C.SUTTON.,Short,Right,0
(1:56) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 38-J.MCLAUGHLIN TO DEN 35 FOR 4 YARDS (57-G.PRATT; 59-A.DAVIS-GAITHER).,Short,Left,1
(2:33) (SHOTGUN) 10-B.NIX PASS INCOMPLETE SHORT LEFT TO 82-A.TRAUTMAN.,Short,Left,0
(5:43) 79-M.PEART REPORTED IN AS ELIGIBLE.  10-B.NIX PASS INCOMPLETE SHORT MIDDLE TO 82-A.TRAUTMAN (58-J.OSSAI).,Short,Middle,0
(5:39) (SHOTGUN) 10-B.NIX PASS SHORT RIGHT TO 45-N.ADKINS TO DEN 14 FOR 7 YARDS (91-T.HENDRICKSON).,Short,Right,1
(1:49) (SHOTGUN) 10-B.NIX PASS SHORT MIDDLE TO 14-C.SUTTON TO DEN 37 FOR 7 YARDS (59-A.DAVIS-GAITHER).,Short,Middle,1
(1:21) (SHOTGUN) 10-B.NIX PASS SHORT LEFT TO 16-T.FRANKLIN TO DEN 44 FOR -1 YARDS (91-T.HENDRICKSON).,Short,Left,1
