desc,play_type,game_half,drive,qtr,down,rushing_yards,first_down_pass,first_down_penalty,receiving_yards,third_down_failed,fourth_down_converted,penalty,fumbled_1_player_name,fumbled_2_player_name,td_player_name
"(10:41) 5-D.Montgomery left tackle to DET 44 for -1 yards (93-S.Harris, 98-A.Huntington).",run,Half2,23,4,1.0,-1.0,0.0,0.0,,0.0,0.0,0,,,
(9:55) (Shotgun) 5-D.Montgomery right tackle to DET 47 for 3 yards (93-S.Harris; 49-C.Schwesinger).,run,Half2,23,4,2.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(7:02) 0-J.Gibbs right tackle to CLE 22 for -2 yards (33-R.Hickman).,run,Half2,25,4,1.0,-2.0,0.0,0.0,,0.0,0.0,0,,,
(5:38) (Shotgun) 0-J.Gibbs up the middle to CLE 6 for 8 yards (33-R.Hickman).,run,Half2,25,4,3.0,8.0,0.0,0.0,,0.0,0.0,0,,,
(4:52) (Shotgun) 0-J.Gibbs up the middle to CLE 3 for 3 yards (33-R.Hickman; 30-D.Bush).,run,Half2,25,4,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(2:25) 25-J.Saylors up the middle to DET 23 for 2 yards (90-J.Tryon).,run,Half2,27,4,1.0,2.0,0.0,0.0,,0.0,0.0,0,,,
(2:00) 25-J.Saylors right tackle to DET 32 for 9 yards (17-J.Baker; 33-R.Hickman).,run,Half2,27,4,2.0,9.0,0.0,0.0,,0.0,0.0,0,,,
(14:54) 1-J.Williams right end to DET 43 for 1 yard (92-B.Hill).,run,Half1,1,1,1.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(12:48) 0-J.Gibbs right tackle to CIN 15 for 7 yards (98-T.Slaton; 23-D.Hill).,run,Half1,1,1,1.0,7.0,0.0,0.0,,0.0,0.0,0,,,
(12:14) 0-J.Gibbs right guard to CIN 11 for 4 yards (98-T.Slaton).,run,Half1,1,1,2.0,4.0,0.0,0.0,,0.0,0.0,0,,,
